name,slug,category,probability_by_region
Warg,warg,Animal,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Bree"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 3}, {""region"": ""Central Misty Mountains"", ""probability"": 8}, {""region"": ""Coldfells"", ""probability"": 2}, {""region"": ""Dor Guldur"", ""probability"": 5}, {""region"": ""Druadan Forest"", ""probability"": 3}, {""region"": ""En Egladil"", ""probability"": 4}, {""region"": ""En Udanoriath"", ""probability"": 2}, {""region"": ""Enedhwaith"", ""probability"": 1}, {""region"": ""Eregion"", ""probability"": 2}, {""region"": ""Ettenmoors"", ""probability"": 2}, {""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Forochel"", ""probability"": 3}, {""region"": ""Forovirian"", ""probability"": 2}, {""region"": ""Iron Hills"", ""probability"": 4}, {""region"": ""Lone-lands"", ""probability"": 3}, {""region"": ""Minhiriath"", ""probability"": 2}, {""region"": ""Mintyrnath"", ""probability"": 3}, {""region"": ""Mirkwood Wilds"", ""probability"": 10}, {""region"": ""Moria"", ""probability"": 2}, {""region"": ""Nan Anduin"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 6}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 10}, {""region"": ""Old Forest"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 4}, {""region"": ""Rast Vorn"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 2}, {""region"": ""Rohan"", ""probability"": 3}, {""region"": ""Ronen-in-Anduin"", ""probability"": 2}, {""region"": ""South Arthedain"", ""probability"": 1}, {""region"": ""South Downs"", ""probability"": 3}, {""region"": ""Talath Muil"", ""probability"": 3}, {""region"": ""Talath Uichel"", ""probability"": 4}, {""region"": ""The Shire"", ""probability"": 1}, {""region"": ""Tower Hills"", ""probability"": 1}, {""region"": ""Trollshaws"", ""probability"": 4}, {""region"": ""Weather Hills"", ""probability"": 3}, {""region"": ""West Rhudaur"", ""probability"": 3}, {""region"": ""Westmarch"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 6}, {""region"": ""Wold"", ""probability"": 1}, {""region"": ""Woodmen"", ""probability"": 5}]"
Warg Pack,warg_pack,Non_mannish,"[{""region"": ""Forithilien"", ""probability"": 4}, {""region"": ""Harithilien"", ""probability"": 3}, {""region"": ""Harondor"", ""probability"": 3}]"
Warg-riders,warg-riders,Non_mannish,"[{""region"": ""Angmar"", ""probability"": 1}]"
Water Spring,water_spring,Inanimate,"[{""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""Nurn"", ""probability"": 2}, {""region"": ""Talath Uichel"", ""probability"": 1}]"
White Wolf,white_wolf,Animal,"[{""region"": ""Angmar"", ""probability"": 1}, {""region"": ""Dorwinion"", ""probability"": 1}, {""region"": ""Forovirian"", ""probability"": 3}, {""region"": ""Gramuz"", ""probability"": 1}, {""region"": ""Talath Uichel"", ""probability"": 6}]"
Wight Lesser,wight_lesser,Non_mannish,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 1}, {""region"": ""Talath Muil"", ""probability"": 1}, {""region"": ""Weather Hills"", ""probability"": 1}]"
Wight Major,wight_major,Non_mannish,"[{""region"": ""Fornost"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 1}, {""region"": ""Weather Hills"", ""probability"": 1}]"
Wight Minor,wight_minor,Non_mannish,"[{""region"": ""Evendim Hills"", ""probability"": 1}, {""region"": ""Fornost"", ""probability"": 2}, {""region"": ""Forochel"", ""probability"": 1}, {""region"": ""Lone-lands"", ""probability"": 2}, {""region"": ""Numeriador"", ""probability"": 1}, {""region"": ""Rammas Formen"", ""probability"": 2}, {""region"": ""Talath Muil"", ""probability"": 1}, {""region"": ""Weather Hills"", ""probability"": 2}]"
Wights,wights,Non_mannish,"[{""region"": ""Iron Hills"", ""probability"": 1}, {""region"": ""Talath Uichel"", ""probability"": 1}]"
Wild Animals,wild_animals,Animal,"[{""region"": ""Apariach"", ""probability"": 6}, {""region"": ""Ardolyalinya"", ""probability"": 8}, {""region"": ""Ardquetto"", ""probability"": 10}, {""region"": ""Ascahiriand"", ""probability"": 8}, {""region"": ""Celanoriand"", ""probability"": 10}, {""region"": ""Ered Luin"", ""probability"": 20}, {""region"": ""Ered Luin Vales"", ""probability"": 10}, {""region"": ""Forithilien"", ""probability"": 11}, {""region"": ""Harithilien"", ""probability"": 10}, {""region"": ""Harondor"", ""probability"": 10}, {""region"": ""Lairiardhon"", ""probability"": 8}, {""region"": ""Lildardhon"", ""probability"": 8}, {""region"": ""M\u00e4noriand"", ""probability"": 8}, {""region"": ""Ronalindon"", ""probability"": 8}, {""region"": ""Sandariand"", ""probability"": 8}, {""region"": ""South Harlindon"", ""probability"": 8}, {""region"": ""Tol Fuin"", ""probability"": 10}, {""region"": ""Vinyalas"", ""probability"": 8}]"
Wild Boar,wild_boar,Animal,"[{""region"": ""Andrast"", ""probability"": 1}, {""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Belegaer sea"", ""probability"": 1}, {""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Coldfells"", ""probability"": 1}, {""region"": ""Dor-en-Emyl"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 3}, {""region"": ""Druwaith Laur"", ""probability"": 3}, {""region"": ""En Udanoriath"", ""probability"": 1}, {""region"": ""Ettenmoors"", ""probability"": 1}, {""region"": ""Hairavercien"", ""probability"": 1}, {""region"": ""Lamedon"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 1}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rivendell"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 2}, {""region"": ""Ronen-in-Anduin"", ""probability"": 2}, {""region"": ""Tolfalas"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}, {""region"": ""Wilderness of Arnor"", ""probability"": 1}]"
Wild Dogs Jackals,wild_dogs_jackals,Animal,"[{""region"": ""Central Anduin"", ""probability"": 1}, {""region"": ""Central Misty Mountains"", ""probability"": 1}, {""region"": ""Druadan Forest"", ""probability"": 1}, {""region"": ""Nan Anduin"", ""probability"": 3}, {""region"": ""North Misty Mountains"", ""probability"": 1}, {""region"": ""Rohan"", ""probability"": 3}, {""region"": ""Ronen-in-Anduin"", ""probability"": 1}, {""region"": ""Westmarch"", ""probability"": 1}]"
Wild Goat,wild_goat,Animal,"[{""region"": ""Angmar"", ""probability"": 4}, {""region"": ""Forovirian"", ""probability"": 1}, {""region"": ""Iron Hills"", ""probability"": 2}, {""region"": ""Talath Uichel"", ""probability"": 1}]"
Wild Hobbits,wild_hobbits,Men,"[{""region"": ""Bree"", ""probability"": 4}, {""region"": ""Old Forest"", ""probability"": 2}, {""region"": ""South Arthedain"", ""probability"": 2}, {""region"": ""The Shire"", ""probability"": 4}, {""region"": ""Tower Hills"", ""probability"": 3}]"
Wild Horses,wild_horses,Animal,"[{""region"": ""Dor Rhunen"", ""probability"": 3}, {""region"": ""Eothraim"", ""probability"": 3}, {""region"": ""Gramuz"", ""probability"": 2}]"
Wild dogs,wild_dogs,Animal,"[{""region"": ""Andrast"", ""probability"": 4}, {""region"": ""Anfalas"", ""probability"": 2}, {""region"": ""Belegaer sea"", ""probability"": 1}, {""region"": ""Druwaith Laur"", ""probability"": 4}, {""region"": ""Hairavercien"", ""probability"": 1}, {""region"": ""Lamedon"", ""probability"": 1}, {""region"": ""Tolfalas"", ""probability"": 1}]"
Wolf,wolf,Animal,"[{""region"": ""Central Anduin"", ""probability"": 2}, {""region"": ""Central Misty Mountains"", ""probability"": 2}, {""region"": ""Coldfells"", ""probability"": 2}, {""region"": ""En Udanoriath"", ""probability"": 2}, {""region"": ""Ettenmoors"", ""probability"": 2}, {""region"": ""North Misty Mountains"", ""probability"": 2}, {""region"": ""Rivendell"", ""probability"": 2}, {""region"": ""Wilderness of Arnor"", ""probability"": 2}]"
Wolf Warg,wolf_warg,Animal,"[{""region"": ""Dunland"", ""probability"": 3}, {""region"": ""Fangorn"", ""probability"": 1}, {""region"": ""Parth Celebrant"", ""probability"": 4}]"
Wolf-riders,wolf-riders,Non_mannish,"[{""region"": ""Angmar"", ""probability"": 2}]"
Wolves,wolves,Animal,"[{""region"": ""Bree"", ""probability"": 1}, {""region"": ""En Egladil"", ""probability"": 13}, {""region"": ""Enedhwaith"", ""probability"": 5}, {""region"": ""Eregion"", ""probability"": 10}, {""region"": ""Evendim Hills"", ""probability"": 4}, {""region"": ""Fornost"", ""probability"": 3}, {""region"": ""Forochel"", ""probability"": 5}, {""region"": ""Lone-lands"", ""probability"": 8}, {""region"": ""Minhiriath"", ""probability"": 6}, {""region"": ""Mintyrnath"", ""probability"": 6}, {""region"": ""Numeriador"", ""probability"": 4}, {""region"": ""Old Forest"", ""probability"": 3}, {""region"": ""Rammas Formen"", ""probability"": 11}, {""region"": ""Rast Vorn"", ""probability"": 3}, {""region"": ""South Arthedain"", ""probability"": 3}, {""region"": ""South Downs"", ""probability"": 6}, {""region"": ""Talath Muil"", ""probability"": 10}, {""region"": ""The Shire"", ""probability"": 1}, {""region"": ""Tower Hills"", ""probability"": 2}, {""region"": ""Trollshaws"", ""probability"": 11}, {""region"": ""Weather Hills"", ""probability"": 8}, {""region"": ""West Rhudaur"", ""probability"": 7}, {""region"": ""Wilderness of Arnor"", ""probability"": 12}]"
Wood men of Southern Mirkwood,wood_men_of_southern_mirkwood,Men,"[{""region"": ""Mirkwood Wilds"", ""probability"": 6}, {""region"": ""Woodmen"", ""probability"": 30}]"
Woodland birds of Rhosgobel,woodland_birds_of_rhosgobel,Animal,"[{""region"": ""Woodmen"", ""probability"": 7}]"
Woses,woses,Non_mannish,"[{""region"": ""Anfalas"", ""probability"": 1}, {""region"": ""Druwaith Laur"", ""probability"": 12}]"
